City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Quatre Cocos,MU,2022-11-09 01:59:14,-20.2078,57.7625,73.51,70,67,10.76
296,Kalmunai,LK,2022-11-09 01:59:15,7.4167,81.8167,75.96,93,100,7.09
297,Lianran,CN,2022-11-09 01:59:15,24.9227,102.485,54.14,64,0,2.53
298,Bonthe,SL,2022-11-09 01:59:16,7.5264,-12.505,78.13,83,84,3.2
299,Fortuna,US,2022-11-09 01:59:16,40.5982,-124.1573,46.92,91,100,5.75
300,Najran,SA,2022-11-09 01:59:16,17.4924,44.1277,63.25,50,0,4.72
301,Moville,US,2022-11-09 01:59:17,42.4889,-96.0725,58.89,81,100,17.74
302,Mar Del Plata,AR,2022-11-09 01:59:17,-38.0023,-57.5575,61.88,85,0,27.0
303,Trairi,BR,2022-11-09 01:59:08,-3.2778,-39.2689,77.16,79,68,7.29
304,Churapcha,RU,2022-11-09 01:59:18,62.0025,132.4325,-7.11,89,100,3.91
305,Palmer,US,2022-11-09 01:59:18,42.1584,-72.3287,42.24,43,0,1.99
306,Talnakh,RU,2022-11-09 01:59:18,69.4865,88.3972,-15.99,96,47,2.3
307,Ternate,ID,2022-11-09 01:59:19,0.8,127.4,84.65,69,97,4.76
308,Padang,ID,2022-11-09 01:59:19,-0.9492,100.3543,82.45,77,100,2.57
309,Praya,CV,2022-11-09 01:59:20,14.9215,-23.5087,76.12,72,75,10.58
310,Celestun,MX,2022-11-09 01:59:20,20.8667,-90.4,77.18,72,6,13.6
311,Derzhavinsk,KZ,2022-11-09 01:59:20,51.1,66.3167,27.03,93,98,11.72
312,Ketchikan,US,2022-11-09 01:59:21,55.3422,-131.6461,25.48,45,95,2.42
313,Santo Domingo,DO,2022-11-09 01:57:33,18.5001,-69.9886,80.04,93,40,3.0
314,Nassau,US,2022-11-09 01:59:21,40.7507,-73.5829,52.66,38,0,5.99
315,Emerald,AU,2022-11-09 01:57:35,-23.5333,148.1667,78.35,49,38,7.78
316,Eirunepe,BR,2022-11-09 01:59:22,-6.6603,-69.8736,77.7,57,88,2.62
317,Chapais,CA,2022-11-09 01:59:23,49.7834,-74.8492,26.38,86,60,5.06
318,Sitka,US,2022-11-09 01:59:23,57.0531,-135.33,33.28,52,99,3.31
319,Port Hardy,CA,2022-11-09 01:59:23,50.6996,-127.4199,30.38,80,20,3.44
320,Kutum,SD,2022-11-09 01:59:24,14.2,24.6667,63.57,25,4,6.13
321,Riyadh,SA,2022-11-09 01:55:32,24.6877,46.7219,69.94,29,0,7.25
322,Grindavik,IS,2022-11-09 01:58:43,63.8424,-22.4338,43.27,81,100,12.66
323,Cravo Norte,CO,2022-11-09 02:00:24,6.3017,-70.2041,79.66,81,99,3.87
324,Lagoa,PT,2022-11-09 02:00:25,39.05,-27.9833,65.19,76,43,16.13
325,Jardim,BR,2022-11-09 02:00:25,-21.4803,-56.1381,67.96,50,7,4.27
326,Biak,ID,2022-11-09 02:00:26,-0.9131,122.8766,82.85,68,100,1.5
327,Laredo,US,2022-11-09 02:00:26,27.5064,-99.5075,78.51,64,7,14.43
328,Lewisporte,CA,2022-11-09 02:00:27,49.2499,-55.0482,36.55,68,100,21.09
329,Blejesti,RO,2022-11-09 02:00:27,44.3,25.4667,48.85,83,9,5.99
330,Araouane,ML,2022-11-09 02:00:28,18.9048,-3.5265,73.17,13,28,7.43
331,Lisieux,FR,2022-11-09 02:00:29,49.1667,0.1667,53.33,86,4,15.03
332,Villa Carlos Paz,AR,2022-11-09 02:00:29,-31.4241,-64.4978,70.39,36,100,4.56
333,Quelimane,MZ,2022-11-09 02:00:30,-17.8786,36.8883,76.82,78,99,7.58
334,San Vicente,AR,2022-11-09 02:00:31,-26.6167,-54.1333,54.14,78,0,3.56
335,Guerrero Negro,MX,2022-11-09 02:00:31,27.9769,-114.0611,66.87,72,0,10.2
336,Noyabrsk,RU,2022-11-09 02:00:31,63.1994,75.4507,10.38,98,90,7.14
337,Bata,GQ,2022-11-09 02:00:32,1.8639,9.7658,77.54,88,100,7.52
338,Ngunguru,NZ,2022-11-09 02:00:32,-35.6167,174.5,64.13,80,39,7.9
339,Port-Gentil,GA,2022-11-09 02:00:33,-0.7193,8.7815,78.21,85,100,9.04
340,Cabo San Lucas,MX,2022-11-09 02:00:02,22.8909,-109.9124,75.51,70,2,8.01
341,Manadhoo,MV,2022-11-09 02:00:33,5.7667,73.3833,80.73,78,57,10.31
342,Sorland,NO,2022-11-09 02:00:35,67.667,12.6934,40.86,60,1,22.1
343,Ekhabi,RU,2022-11-09 02:00:35,53.5102,142.9671,31.73,67,50,10.69
344,Perrysburg,US,2022-11-09 01:58:01,41.557,-83.6272,48.33,85,100,1.99
345,Hervey Bay,AU,2022-11-09 02:00:36,-25.2986,152.8535,76.01,51,4,11.01
346,Acapulco,MX,2022-11-09 02:00:15,16.8634,-99.8901,79.14,86,39,4.23
347,Marystown,CA,2022-11-09 02:00:36,47.1666,-55.1483,41.04,72,92,18.79
348,Kurunegala,LK,2022-11-09 02:00:36,7.4863,80.3623,74.35,95,100,3.02
349,Kpandae,GH,2022-11-09 02:00:37,8.4689,-0.0113,77.22,66,10,5.19
350,Xining,CN,2022-11-09 02:00:37,36.6167,101.7667,43.92,59,0,1.97
351,Mabaruma,GY,2022-11-09 02:00:38,8.2,-59.7833,73.02,99,90,2.44
352,Vardo,NO,2022-11-09 02:00:38,70.3705,31.1107,39.18,75,75,18.41
353,Kirensk,RU,2022-11-09 02:00:38,57.7853,108.1119,18.46,90,99,6.17
354,Marrakesh,MA,2022-11-09 01:57:44,31.6315,-8.0083,62.67,59,0,3.44
355,Mulchen,CL,2022-11-09 02:00:39,-37.7167,-72.2333,53.19,88,41,3.71
356,Kavieng,PG,2022-11-09 02:00:39,-2.5744,150.7967,84.88,70,100,8.59
357,Zhigansk,RU,2022-11-09 02:00:41,66.7697,123.3711,-9.09,93,100,11.27
358,Bousso,TD,2022-11-09 02:00:41,10.4795,16.7117,83.32,32,100,2.48
359,Samarai,PG,2022-11-09 02:00:41,-10.6167,150.6667,82.24,77,100,9.28
360,Komsomolskiy,UZ,2022-11-09 01:58:52,40.4272,71.7189,39.92,65,75,0.0
361,Colorado,BR,2022-11-09 01:58:42,-22.8375,-51.9731,64.89,56,0,6.2
362,Isiro,CD,2022-11-09 02:00:42,2.7739,27.616,64.36,98,96,1.59
363,Ballina,AU,2022-11-09 02:00:42,-28.8667,153.5667,72.01,66,9,12.64
364,Ullapool,GB,2022-11-09 02:00:43,57.8987,-5.1604,44.35,86,57,7.96
365,Pochutla,MX,2022-11-09 02:00:43,15.7432,-96.4661,79.83,88,59,3.02
366,Riacho De Santana,BR,2022-11-09 02:00:43,-13.6092,-42.9389,72.55,54,100,5.46
367,Bilma,NE,2022-11-09 02:01:44,18.6853,12.9164,69.1,25,1,9.4
368,Huarmey,PE,2022-11-09 02:01:44,-10.0681,-78.1522,63.84,85,30,7.09
369,Kismayo,SO,2022-11-09 02:01:44,-0.3582,42.5454,78.03,86,20,9.82
370,Novyy Urengoy,RU,2022-11-09 02:01:45,66.0833,76.6333,8.26,95,100,8.59
371,Batagay-Alyta,RU,2022-11-09 02:01:33,67.8006,130.4114,-4.23,98,100,1.36
372,Khorramshahr,IR,2022-11-09 02:01:45,30.4397,48.1664,71.11,39,0,5.64
373,Basco,PH,2022-11-09 02:01:45,20.4487,121.9702,79.74,81,73,13.31
374,Ahipara,NZ,2022-11-09 02:00:00,-35.1667,173.1667,65.55,72,51,12.97
375,Belyy Yar,RU,2022-11-09 02:01:46,53.6039,91.3903,26.49,92,75,2.24
376,Plastun,RU,2022-11-09 02:01:46,44.7561,136.2939,46.83,45,99,3.62
377,Abu Samrah,SY,2022-11-09 02:01:47,35.3029,37.1841,58.84,69,100,8.05
378,Port Said,EG,2022-11-09 02:00:28,31.2565,32.2841,70.92,64,14,11.25
379,Fillmore,US,2022-11-09 02:01:47,43.6666,-92.1002,48.34,71,100,10.36
380,Katsuura,JP,2022-11-09 02:01:47,35.1333,140.3,63.14,63,100,6.04
381,Sinnamary,GF,2022-11-09 01:59:05,5.3833,-52.95,76.1,92,100,8.08
382,Rabo De Peixe,PT,2022-11-09 02:01:48,37.8,-25.5833,63.91,97,20,9.22
383,Teya,RU,2022-11-09 02:01:48,60.3778,92.6267,20.73,91,100,7.9
384,Tessalit,ML,2022-11-09 02:01:49,20.1986,1.0114,70.14,14,0,9.46
385,Port Lincoln,AU,2022-11-09 01:59:04,-34.7333,135.8667,75.92,53,100,20.07
386,Cap Malheureux,MU,2022-11-09 01:57:32,-19.9842,57.6142,70.47,76,62,4.0
387,Erenhot,CN,2022-11-09 02:01:49,43.6475,111.9767,43.61,37,100,3.76
388,Roald,NO,2022-11-09 02:01:50,62.5833,6.1333,52.32,87,40,4.61
389,Karratha,AU,2022-11-09 01:57:28,-20.7377,116.8463,82.44,31,0,9.62
390,Miranda,CO,2022-11-09 02:01:50,3.2499,-76.2281,66.6,96,100,0.94
391,Buraydah,SA,2022-11-09 02:01:50,26.326,43.975,61.63,34,0,8.77
392,Avera,US,2022-11-09 02:01:51,33.194,-82.5271,62.65,29,69,13.44
393,Navahrudak,BY,2022-11-09 02:01:51,53.6,25.8333,41.95,91,94,8.43
394,Manokwari,ID,2022-11-09 02:01:52,-0.8667,134.0833,83.75,70,83,3.24
395,Dingle,PH,2022-11-09 02:01:52,10.9995,122.6711,85.03,76,45,10.09
396,Corpus Christi,US,2022-11-09 01:59:02,27.8006,-97.3964,77.04,88,23,1.99
397,Garoua,CM,2022-11-09 02:01:52,9.3,13.4,76.66,37,100,2.13
398,Santa Cruz,BO,2022-11-09 02:00:21,-17.8,-63.1667,76.14,41,61,4.52
399,Belton,US,2022-11-09 02:01:53,38.812,-94.5319,59.9,89,100,1.99
400,Sabha,LY,2022-11-09 02:01:53,27.0377,14.4283,60.08,63,0,7.9
401,Tocopilla,CL,2022-11-09 02:01:53,-22.092,-70.1979,64.76,53,5,1.83
402,Raghunathpur,IN,2022-11-09 02:01:54,23.55,86.6667,73.18,55,3,4.41
403,Axim,GH,2022-11-09 02:01:54,4.8699,-2.2405,77.23,87,77,4.41
404,Balabac,PH,2022-11-09 02:01:55,7.9868,117.0645,84.06,74,100,9.53
405,Seymchan,RU,2022-11-09 02:01:55,62.8833,152.4333,0.1,95,100,5.95
406,Husavik,IS,2022-11-09 02:01:55,66.0449,-17.3389,40.21,96,100,14.14
407,Wanaka,NZ,2022-11-09 02:01:56,-44.7,169.15,69.55,41,100,1.95
408,Sorong,ID,2022-11-09 02:01:56,-0.8833,131.25,84.06,72,80,4.0
409,Soto La Marina,MX,2022-11-09 02:01:56,23.7667,-98.2167,72.77,90,0,3.71
410,Asau,RO,2022-11-09 02:01:57,46.4333,26.4,32.92,89,11,4.03
411,Comodoro Rivadavia,AR,2022-11-09 02:01:57,-45.8667,-67.5,66.04,38,38,14.99
412,Sindor,RU,2022-11-09 02:01:57,62.8629,51.8905,32.22,99,100,4.32
413,Krutinka,RU,2022-11-09 02:01:58,56.0055,71.5113,24.89,95,100,10.47
414,Nampula,MZ,2022-11-09 02:02:58,-15.1165,39.2666,67.75,87,7,5.12
415,Rabak,SD,2022-11-09 02:02:58,13.1809,32.74,75.2,17,20,11.65
416,Ekibastuz,KZ,2022-11-09 02:02:59,51.6667,75.3667,24.12,84,14,11.12
417,Majene,ID,2022-11-09 01:59:14,-3.5403,118.9707,81.36,74,100,3.62
418,Mundi,IN,2022-11-09 02:02:59,22.0667,76.5,70.56,50,63,3.0
419,Karpogory,RU,2022-11-09 02:03:00,64.0019,44.4451,32.07,99,100,1.5
420,Ndioum,SN,2022-11-09 02:03:00,16.5129,-14.6471,85.77,19,100,6.42
421,Nouadhibou,MR,2022-11-09 02:03:00,20.931,-17.0347,70.21,77,100,14.72
422,Siparia,TT,2022-11-09 02:03:01,10.1333,-61.5,76.82,97,90,1.99
423,Abu Kamal,SY,2022-11-09 02:03:01,34.4506,40.9171,59.5,51,29,4.47
424,Ciudad Bolivar,VE,2022-11-09 02:03:02,8.1222,-63.5497,80.4,78,92,7.11
425,Usinsk,RU,2022-11-09 02:03:02,65.9939,57.5281,26.74,97,99,0.54
426,Olafsvik,IS,2022-11-09 02:03:02,64.8945,-23.7142,41.76,89,100,18.34
427,Sile,TR,2022-11-09 02:03:03,41.1754,29.6133,52.57,65,33,1.01
428,Rio Grande,BR,2022-11-09 02:03:03,-32.035,-52.0986,61.5,75,0,11.9
429,Madawaska,US,2022-11-09 02:03:03,47.3561,-68.3288,35.71,45,0,23.0
430,Aykhal,RU,2022-11-09 02:03:04,66.0,111.5,-6.34,100,100,4.47
431,Vizinga,RU,2022-11-09 02:03:04,61.0749,50.1031,33.51,99,100,4.79
432,Marietta,US,2022-11-09 02:01:16,33.9526,-84.5499,67.86,64,0,3.44
433,Adrar,MR,2022-11-09 02:03:05,20.5022,-10.0711,74.32,18,90,9.51
434,Harper,LR,2022-11-09 02:03:05,4.375,-7.7169,77.43,87,81,7.27
435,Phan Thiet,VN,2022-11-09 02:03:06,10.9333,108.1,83.5,60,96,1.66
436,Tucuman,AR,2022-11-09 02:00:59,-26.8241,-65.2226,69.71,71,100,6.91
437,Altona,DE,2022-11-09 02:03:06,53.55,9.9333,56.14,76,20,12.66
438,Inirida,CO,2022-11-09 02:03:06,3.8653,-67.9239,74.34,96,100,1.83
439,Tall Kayf,TR,2022-11-09 02:03:07,37.0833,41.0667,55.74,57,100,3.02
440,Puntarenas,CR,2022-11-09 02:00:01,9.9763,-84.8384,76.46,88,92,4.12
441,Atherton,GB,2022-11-09 02:03:07,53.5237,-2.4935,51.42,89,85,1.01
442,Grand Forks,US,2022-11-09 02:00:34,47.9417,-97.4337,40.73,93,100,8.05
443,Camamu,BR,2022-11-09 02:03:08,-13.9447,-39.1039,73.29,90,100,4.54
444,Ransang,PH,2022-11-09 02:03:08,8.9603,117.5828,85.14,69,80,1.7
445,Saint-Louis,SN,2022-11-09 02:02:14,16.3333,-15.0,82.44,23,100,9.17
446,Langxiang,CN,2022-11-09 02:03:09,46.95,128.8833,40.89,57,89,10.36
447,Pemangkat,ID,2022-11-09 02:03:10,1.1667,108.9667,81.91,75,91,4.34
448,Tukrah,LY,2022-11-09 02:03:10,32.5341,20.5791,66.6,75,5,9.31
449,Lichuan,CN,2022-11-09 02:03:10,30.3,108.85,59.2,72,10,3.09
450,San Jeronimo,PE,2022-11-09 02:03:11,-11.9472,-75.2829,44.98,90,100,7.02
451,Kharan,PK,2022-11-09 02:03:11,28.5833,65.4167,64.4,47,66,5.1
452,Saint-Denis,FR,2022-11-09 02:03:12,48.9167,2.3333,56.17,89,100,12.66
453,Waynesboro,US,2022-11-09 02:03:12,38.0685,-78.8895,49.39,63,0,0.0
454,Purpe,RU,2022-11-09 02:03:13,64.4803,76.6897,14.59,95,100,8.28
455,Skelleftea,SE,2022-11-09 02:03:13,64.7507,20.9528,30.56,100,100,6.91
456,Toccoa,US,2022-11-09 01:59:30,34.5773,-83.3324,64.9,43,0,8.05
457,La Romana,DO,2022-11-09 02:04:14,18.4273,-68.9728,75.56,100,20,0.0
458,Olga,RU,2022-11-09 02:04:14,43.7444,135.2892,51.96,55,84,9.48
459,Souris,CA,2022-11-09 02:04:15,49.6172,-100.2612,23.49,93,54,7.25
460,Goderich,CA,2022-11-09 02:04:15,43.7501,-81.7165,38.91,49,18,15.1
461,Marsaxlokk,MT,2022-11-09 02:04:15,35.8419,14.5431,57.81,88,0,1.14
462,Igrim,RU,2022-11-09 02:04:16,63.1906,64.4162,14.25,98,80,2.73
463,Shenjiamen,CN,2022-11-09 02:04:16,29.9576,122.298,68.85,75,48,13.22
464,Katobu,ID,2022-11-09 02:04:16,-4.9408,122.5276,87.67,60,100,1.95
465,Hailar,CN,2022-11-09 02:04:17,49.2,119.7,26.87,67,69,8.57
466,Zaysan,KZ,2022-11-09 02:04:04,47.4667,84.8667,31.05,89,100,7.72
467,Homer,US,2022-11-09 02:00:03,59.6425,-151.5483,41.77,71,100,8.05
468,Mackenzie,CA,2022-11-09 02:00:34,55.2999,-123.1698,-3.3,97,55,1.32
469,Altos Del Rosario,CO,2022-11-09 02:04:18,8.7944,-74.1658,74.89,97,99,1.36
470,Tigil,RU,2022-11-09 02:04:18,57.8,158.6667,24.48,93,100,10.69
471,Bukama,CD,2022-11-09 02:04:18,-9.2,25.85,67.19,96,100,1.07
472,Andenes,NO,2022-11-09 02:04:19,69.3143,16.1194,37.38,65,0,20.71
473,Baruun-Urt,MN,2022-11-09 02:04:19,46.6806,113.2792,33.44,55,100,8.21
474,Bosaso,SO,2022-11-09 02:04:20,11.2842,49.1816,78.42,82,4,3.31
475,Berlevag,NO,2022-11-09 02:01:52,70.8578,29.0864,35.55,87,100,5.75
476,Thinadhoo,MV,2022-11-09 02:04:20,0.5333,72.9333,80.87,78,100,16.98
477,Itupiranga,BR,2022-11-09 02:04:20,-5.1347,-49.3267,75.52,98,85,3.27
478,Channagiri,IN,2022-11-09 02:04:21,14.0333,75.9333,67.01,80,18,4.9
479,Marzuq,YE,2022-11-09 02:04:21,14.4,46.4667,63.54,54,2,4.34
480,Jalingo,NG,2022-11-09 02:04:21,8.8833,11.3667,75.38,41,80,2.24
481,Gusau,NG,2022-11-09 02:04:22,12.1628,6.6614,73.72,24,8,8.32
482,Mao,ES,2022-11-09 02:04:22,39.8885,4.2658,68.56,83,40,8.05
483,Medvedka,RU,2022-11-09 02:04:22,61.1629,46.387,34.63,98,100,5.3
484,Okhotsk,RU,2022-11-09 02:04:23,59.3833,143.3,5.14,63,13,18.43
485,Kidal,ML,2022-11-09 02:04:23,18.4411,1.4078,70.48,13,0,11.01
486,Teruel,ES,2022-11-09 02:04:23,40.6667,-0.6667,48.67,82,100,10.49
487,Tateyama,JP,2022-11-09 02:04:24,34.9833,139.8667,61.36,58,92,6.02
488,La Quinta,US,2022-11-09 02:02:25,33.6634,-116.31,68.56,62,100,8.05
489,Ucluelet,CA,2022-11-09 02:00:39,48.9329,-125.5528,38.08,84,1,5.17
490,Buncrana,IE,2022-11-09 02:04:25,55.1333,-7.45,49.53,82,92,17.43
491,Yeppoon,AU,2022-11-09 02:04:25,-23.1333,150.7333,78.58,61,0,14.5
492,Chaman,PK,2022-11-09 02:04:25,30.9236,66.4512,53.51,53,10,2.57
493,Astana,KZ,2022-11-09 02:04:26,51.1801,71.446,28.35,86,75,15.66
494,Camana,PE,2022-11-09 02:04:26,-16.6228,-72.7111,64.76,82,0,4.63
495,Margate,GB,2022-11-09 02:03:02,51.3813,1.3862,53.31,91,95,4.0
496,Sultanpur,IN,2022-11-09 02:04:27,26.2667,82.0667,70.83,65,0,3.02
497,Natal,BR,2022-11-09 02:00:45,-5.795,-35.2094,75.85,94,20,3.44
498,Beringovskiy,RU,2022-11-09 02:01:40,63.05,179.3167,23.31,90,100,4.07
499,Rosario Do Sul,BR,2022-11-09 02:03:07,-30.2583,-54.9142,58.08,70,0,12.5
500,Netivot,IL,2022-11-09 02:04:27,31.4222,34.5886,61.61,74,9,5.3
501,Chiang Khong,TH,2022-11-09 02:05:28,20.2613,100.4046,74.17,60,19,1.25
502,Shingu,JP,2022-11-09 02:05:28,33.7333,135.9833,64.9,45,0,2.91
503,Gamba,GA,2022-11-09 02:05:28,-2.65,10.0,75.49,91,100,5.21
504,Lata,PT,2022-11-09 02:05:29,40.1629,-8.3327,59.81,96,100,3.2
505,Meget,RU,2022-11-09 02:05:29,52.415,104.0494,25.56,73,100,3.85
506,Grand Gaube,MU,2022-11-09 02:05:29,-20.0064,57.6608,70.38,75,72,3.0
507,Tomakivka,UA,2022-11-09 02:05:30,47.8157,34.7414,39.0,67,11,4.41
508,Tarko-Sale,RU,2022-11-09 02:05:30,64.9225,77.785,12.45,96,100,8.86
509,Mkushi,ZM,2022-11-09 02:05:30,-13.6202,29.3939,66.15,83,100,1.63
510,Yeniseysk,RU,2022-11-09 02:05:31,58.4497,92.1703,22.17,97,100,4.29
511,Bandarbeyla,SO,2022-11-09 02:05:31,9.4942,50.8122,78.31,83,10,6.91
512,Smiths Falls,CA,2022-11-09 02:02:32,44.9001,-76.0161,34.99,58,6,4.59
513,Jackson,US,2022-11-09 02:02:32,42.4165,-122.8345,43.39,94,100,4.61
514,Melilla,ES,2022-11-09 02:05:32,35.2937,-2.9383,62.98,72,0,5.75
515,North Bend,US,2022-11-09 02:00:35,43.4065,-124.2243,45.91,81,99,7.07
516,Peace River,CA,2022-11-09 02:00:34,56.2501,-117.286,-1.7,98,10,4.25
517,Aracati,BR,2022-11-09 02:05:32,-4.5617,-37.7697,78.62,76,100,8.9
518,Podgorica,ME,2022-11-09 02:05:33,42.4411,19.2636,49.78,93,0,3.44
519,Poum,NC,2022-11-09 02:05:33,-20.2333,164.0167,77.18,80,49,25.3
520,Sergeyevka,KZ,2022-11-09 02:05:33,53.88,67.4158,23.52,98,76,6.11
521,Ondjiva,AO,2022-11-09 02:01:17,-17.0667,15.7333,68.88,33,0,9.1
522,Klyuchi,RU,2022-11-09 02:05:34,52.2667,79.1667,27.03,95,100,9.33
523,Savannah Bight,HN,2022-11-09 02:05:34,16.45,-85.85,80.2,73,13,6.62
524,Culaman,PH,2022-11-09 02:05:34,5.9603,125.6586,84.07,72,100,3.76
525,Ventspils,LV,2022-11-09 02:05:35,57.3894,21.5606,51.73,100,20,8.05
526,Sao Filipe,CV,2022-11-09 02:05:35,14.8961,-24.4956,78.03,67,64,6.8
527,Tautira,PF,2022-11-09 02:05:35,-17.7333,-149.15,76.93,75,99,5.57
528,Te Anau,NZ,2022-11-09 02:05:36,-45.4167,167.7167,67.33,47,93,4.7
529,Geraldton,AU,2022-11-09 02:05:36,-28.7667,114.6,72.01,49,40,10.36
530,Sittingbourne,GB,2022-11-09 02:05:37,51.3413,0.7328,54.43,92,95,19.86
531,Vila Velha,BR,2022-11-09 02:05:37,-20.3297,-40.2925,71.94,83,75,3.44
532,Guadalupe Y Calvo,MX,2022-11-09 02:05:37,26.1,-106.9667,48.85,51,37,4.92
533,Maihar,IN,2022-11-09 02:05:38,24.2667,80.75,67.23,61,0,2.24
534,Nanakuli,US,2022-11-09 02:05:38,21.3906,-158.1547,84.15,54,20,17.27
535,Hun,LY,2022-11-09 02:05:38,29.1268,15.9477,60.33,76,0,2.51
536,Dicabisagan,PH,2022-11-09 02:05:39,17.0818,122.4157,84.27,71,97,4.88
537,Kisangani,CD,2022-11-09 02:05:39,0.5167,25.2,69.01,97,100,2.17
538,Santa Rosa,PH,2022-11-09 02:05:39,14.3122,121.1114,86.11,74,100,10.98
539,Douglas,US,2022-11-09 02:01:13,41.3,-96.167,61.68,81,100,19.57
540,Yar-Sale,RU,2022-11-09 02:05:40,66.8333,70.8333,11.86,96,99,7.63
541,Qasigiannguit,GL,2022-11-09 02:05:40,68.8193,-51.1922,-11.43,81,3,6.22
542,Puerto Quijarro,BO,2022-11-09 02:05:40,-17.7833,-57.7667,74.84,34,0,3.27
543,Seoul,KR,2022-11-09 02:05:38,37.5683,126.9778,53.2,71,0,1.14
544,Kirakira,SB,2022-11-09 02:05:41,-10.4544,161.9205,83.14,78,100,7.11
545,Hulan,CN,2022-11-09 02:05:41,45.9833,126.6,44.22,44,3,12.88
